ip,domains,product,last_seen,first_seen
54.80.190.97,"['ec2-54-80-190-97.compute-1.amazonaws.com', 'myc2syn.com']",Hak5 Cloud C2,2025-07-28,6/8/2025
159.203.143.205,[],Havoc,2025-07-28,6/8/2025
20.188.119.195,[],Havoc,2025-07-28,6/8/2025
47.99.92.6,[],Panda C2,2025-07-28,6/8/2025
121.37.6.252,['ecs-121-37-6-252.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-23,6/8/2025
103.4.8.40,['ec2-103-4-8-40.ap-northeast-1.compute.amazonaws.com'],Cobalt Strike,2025-06-19,6/8/2025
140.143.132.170,[],Cobalt Strike,2025-07-28,6/8/2025
72.23.229.75,"['dynamic-acs-72-23-229-75.zoominternet.net', 'kisow.org']",Hak5 Cloud C2,2025-07-28,6/8/2025
23.21.105.248,"['hhousec2.homefirewalls.net', 'ec2-23-21-105-248.compute-1.amazonaws.com']",Hak5 Cloud C2,2025-07-28,6/8/2025
3.13.238.127,"['taylorshrum.net', 'ec2-3-13-238-127.us-east-2.compute.amazonaws.com']",Hak5 Cloud C2,2025-07-28,6/8/2025
62.234.185.105,[],Cobalt Strike,2025-07-13,6/8/2025
123.57.93.117,[],Panda C2,2025-07-28,6/8/2025
120.79.8.122,[],Panda C2,2025-07-28,6/8/2025
47.75.59.35,"['www.pandanc.com', 'pandanc.com']",Panda C2,2025-07-28,6/8/2025
54.180.78.177,"['hw.pandakorea.com', 'ec2-54-180-78-177.ap-northeast-2.compute.amazonaws.com']",Panda C2,2025-07-28,6/8/2025
45.12.89.72,['jp.animax.moe'],Panda C2,2025-07-28,6/8/2025
121.40.126.60,['360xkw.com'],Panda C2,2025-07-28,6/8/2025
3.10.24.207,"['apmgmt.tradertech.org', 'ec2-3-10-24-207.eu-west-2.compute.amazonaws.com']",Hak5 Cloud C2,2025-07-28,6/8/2025
120.27.235.78,[],Cobalt Strike,2025-07-28,6/8/2025
43.200.174.88,['ec2-43-200-174-88.ap-northeast-2.compute.amazonaws.com'],Panda C2,2025-07-28,6/8/2025
5.181.159.73,['no-rdns.mivocloud.com'],Havoc,2025-07-05,6/8/2025
96.126.124.158,['96-126-124-158.ip.linodeusercontent.com'],Havoc,2025-07-23,6/8/2025
151.80.57.49,['vps-0d249159.vps.ovh.net'],Hak5 Cloud C2,2025-07-28,6/8/2025
43.153.6.78,[],Panda C2,2025-07-28,6/8/2025
101.34.66.77,[],Cobalt Strike,2025-07-28,6/8/2025
47.93.28.103,[],Cobalt Strike,2025-07-28,6/8/2025
188.166.205.148,[],Havoc,2025-06-16,6/8/2025
35.93.34.88,['ec2-35-93-34-88.us-west-2.compute.amazonaws.com'],NetBus Trojan,2025-06-18,6/8/2025
107.172.209.203,['107-172-209-203-host.colocrossing.com'],Metasploit,2025-07-28,6/8/2025
142.93.199.234,[],Hak5 Cloud C2,2025-07-28,6/8/2025
87.106.203.84,['ip87-106-203-84.pbiaas.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
47.92.216.212,[],Cobalt Strike,2025-07-03,6/8/2025
51.68.220.158,['vps-af8c4b95.vps.ovh.net'],Hak5 Cloud C2,2025-07-28,6/8/2025
44.233.34.245,['ec2-44-233-34-245.us-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
185.117.72.249,['185-117-72-249.hostsailor.com'],Sliver,2025-06-20,6/8/2025
143.198.155.71,[],Hak5 Cloud C2,2025-07-28,6/8/2025
5.1.100.217,[],Hak5 Cloud C2,2025-07-28,6/8/2025
4.234.110.221,['dubai-wealth-hub.co.uk'],Cobalt Strike,2025-07-28,6/8/2025
212.34.136.14,['v243843.hosted-by-vdsina.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
54.37.226.76,['vps-471417cb.vps.ovh.net'],Hak5 Cloud C2,2025-07-28,6/8/2025
1.94.183.238,['ecs-1-94-183-238.compute.hwclouds-dns.com'],Cobalt Strike,2025-07-28,6/8/2025
50.116.33.70,['50-116-33-70.ip.linodeusercontent.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
150.230.160.117,[],Hak5 Cloud C2,2025-07-28,6/8/2025
18.135.209.57,['ec2-18-135-209-57.eu-west-2.compute.amazonaws.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
51.77.201.194,['vps-248b99bf.vps.ovh.net'],Hak5 Cloud C2,2025-07-28,6/8/2025
68.183.55.214,[],Hak5 Cloud C2,2025-06-25,6/8/2025
129.80.95.103,[],Hak5 Cloud C2,2025-07-11,6/8/2025
202.61.205.19,['kwellkorn'],Hak5 Cloud C2,2025-07-28,6/8/2025
54.221.242.107,"['shodam.com', 'ec2-54-221-242-107.compute-1.amazonaws.com']",Cobalt Strike,2025-06-25,6/8/2025
68.183.156.215,[],Hak5 Cloud C2,2025-07-28,6/8/2025
138.2.136.23,[],Hak5 Cloud C2,2025-07-28,6/8/2025
45.55.104.211,['mail.helpmortgagerelief.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
139.144.235.139,['139-144-235-139.ip.linodeusercontent.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
85.90.244.171,['nirvatopia.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
152.53.131.80,"['c2.cyber-security-lab.net', 'cyber-security-lab.net']",Hak5 Cloud C2,2025-07-28,6/8/2025
165.22.37.191,[],Hak5 Cloud C2,2025-07-28,6/8/2025
34.72.114.209,['hak5.2430.io'],Hak5 Cloud C2,2025-07-28,6/8/2025
51.68.199.104,['vps.cyberwolf-security.co.uk'],Hak5 Cloud C2,2025-07-28,6/8/2025
194.87.161.238,[],Hak5 Cloud C2,2025-07-28,6/8/2025
121.36.228.26,['ecs-121-36-228-26.compute.hwclouds-dns.com'],Cobalt Strike,2025-06-24,6/8/2025
208.72.84.151,[],Hak5 Cloud C2,2025-07-28,6/8/2025
165.232.159.37,[],Hak5 Cloud C2,2025-07-28,6/8/2025
167.99.6.177,['mail.helpmortgagerelief.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
8.135.237.16,[],Cobalt Strike,2025-07-25,6/8/2025
34.100.191.68,['68.191.100.34.bc.googleusercontent.com'],Panda C2,2025-06-19,6/8/2025
47.225.169.71,['syn-047-225-169-071.res.spectrum.com'],Hak5 Cloud C2,2025-07-01,6/8/2025
121.37.134.174,['ecs-121-37-134-174.compute.hwclouds-dns.com'],Cobalt Strike,2025-07-28,6/8/2025
176.78.164.17,['dsl-164-17.bl26.telepac.pt'],Hak5 Cloud C2,2025-07-28,6/8/2025
128.65.199.205,['ov-ac14b6.infomaniak.ch'],Hak5 Cloud C2,2025-07-28,6/8/2025
172.105.26.151,['172-105-26-151.ip.linodeusercontent.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
92.63.163.8,[],Hak5 Cloud C2,2025-07-28,6/8/2025
165.227.41.66,[],Hak5 Cloud C2,2025-07-28,6/8/2025
45.77.200.160,['45.77.200.160.vultrusercontent.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
152.67.58.223,[],Hak5 Cloud C2,2025-07-28,6/8/2025
103.45.247.247,['slot0.eu-panosonic.com'],Hak5 Cloud C2,2025-07-28,6/8/2025
34.47.186.93,['93.186.47.34.bc.googleusercontent.com'],Panda C2,2025-06-17,6/8/2025
176.97.114.244,['dedicated.vsys.host'],Hak5 Cloud C2,2025-07-28,6/8/2025
212.227.181.41,['c2frank.dyndns.org'],Hak5 Cloud C2,2025-07-28,6/8/2025
188.155.39.162,['xdsl-188-155-39-162.adslplus.ch'],Hak5 Cloud C2,2025-07-28,6/8/2025
74.208.201.158,['ip74-208-201-158.pbiaas.com'],Hak5 Cloud C2,2025-07-27,6/8/2025
154.0.164.175,['siesolutions1.dedicated.co.za'],Hak5 Cloud C2,2025-07-28,6/8/2025
92.204.173.24,[],Metasploit,2025-07-28,6/8/2025
178.128.214.21,[],Sliver,2025-07-28,6/8/2025
106.75.215.96,[],Cobalt Strike,2025-07-28,6/8/2025
5.75.201.252,['static.252.201.75.5.clients.your-server.de'],Metasploit,2025-07-13,6/8/2025
159.65.241.15,[],Sliver,2025-07-27,6/8/2025
101.35.109.246,[],Cobalt Strike,2025-07-28,6/8/2025
101.35.228.105,[],Supershell C2,2025-07-28,6/8/2025
101.43.91.156,[],Cobalt Strike,2025-07-28,6/8/2025
181.131.217.135,['cable-181-131-217-135.une.net.co'],DcRat,2025-07-28,6/8/2025
64.23.213.61,[],Mythic,2025-07-28,6/8/2025
46.30.188.58,['pofmail.com'],Sliver,2025-06-29,6/8/2025
37.60.254.174,['vmi2322316.contaboserver.net'],Mythic,2025-07-28,6/8/2025
198.7.121.101,['vmi1972939.contaboserver.net'],Mythic,2025-06-21,6/8/2025
111.229.110.232,[],Cobalt Strike,2025-07-28,6/8/2025
83.244.163.202,['83-244-163-202.cust-83.exponential-e.net'],Mythic,2025-07-28,6/8/2025
164.90.166.202,[],Mythic,2025-07-28,6/8/2025
124.221.32.87,[],Cobalt Strike,2025-07-26,6/8/2025
150.5.174.231,[],Mythic,2025-07-28,6/8/2025
124.220.205.147,[],Cobalt Strike,2025-07-28,6/8/2025
137.184.190.241,[],Mythic,2025-07-28,6/8/2025
47.109.78.194,[],Panda C2,2025-07-28,6/8/2025
49.51.201.109,[],Panda C2,2025-07-28,6/8/2025
8.152.6.86,[],Cobalt Strike,2025-07-28,6/8/2025
43.163.116.82,[],Cobalt Strike,2025-07-28,6/8/2025
103.69.194.227,[],Mythic,2025-07-28,6/8/2025
103.30.76.254,[],Sliver,2025-07-05,6/8/2025
8.134.80.60,[],Cobalt Strike,2025-07-28,6/8/2025
64.227.48.216,[],Mythic,2025-07-28,6/8/2025
91.218.141.72,[],Mythic,2025-07-28,6/8/2025
159.223.0.196,[],Mythic,2025-06-19,6/8/2025
192.24.224.215,['ip-192-24-224-215.dynamic.fuse.net'],Mythic,2025-07-20,6/8/2025
24.199.120.164,[],Mythic,2025-06-19,6/8/2025
43.134.38.211,[],Mythic,2025-07-28,6/8/2025
158.179.209.175,[],Covenant,2025-07-28,6/8/2025
103.172.92.80,[],Mythic,2025-07-28,6/8/2025
174.138.103.46,[],Mythic,2025-07-28,6/8/2025
145.131.8.169,['ahv-id-28443.vps.awcloud.nl'],Mythic,2025-07-28,6/8/2025
143.198.186.79,[],Mythic,2025-06-25,6/8/2025
161.132.51.146,[],Mythic,2025-06-25,6/8/2025
165.22.227.238,[],Mythic,2025-06-25,6/8/2025
143.198.70.94,[],Mythic,2025-07-28,6/8/2025
164.90.158.199,[],Mythic,2025-07-28,6/8/2025
194.164.194.149,['ip194-164-194-149.pbiaas.com'],Mythic,2025-06-27,6/8/2025
45.149.172.87,[],Mythic,5/25/2025,5/25/2025
35.194.13.156,['156.13.194.35.bc.googleusercontent.com'],Mythic,2025-07-08,6/8/2025
45.33.116.110,['45-33-116-110.ip.linodeusercontent.com'],Covenant,2025-07-01,6/8/2025
161.35.246.140,[],Mythic,2025-07-28,6/8/2025
47.83.219.200,[],Mythic,2025-06-20,6/8/2025
64.23.209.98,[],Mythic,2025-07-07,6/8/2025
134.122.55.34,[],Mythic,2025-07-28,6/8/2025
91.99.15.185,['static.185.15.99.91.clients.your-server.de'],Mythic,2025-06-18,6/8/2025
138.197.156.131,[],Mythic,2025-07-28,6/8/2025
77.73.129.82,[],Mythic,2025-07-02,6/8/2025
195.100.198.220,[],Mythic,2025-07-28,6/8/2025
161.35.218.205,[],Mythic,2025-07-28,6/8/2025
88.119.171.167,['31597-50485.bacloud.info'],Mythic,2025-06-24,6/8/2025
91.84.97.238,['v326867.hosted-by-vdsina.com'],Mythic,2025-07-03,6/8/2025
172.188.218.53,[],Mythic,2025-07-28,6/8/2025
38.249.113.222,[],Mythic,2025-06-19,6/8/2025
138.68.163.131,[],Mythic,2025-07-02,6/8/2025
31.172.74.201,['260993.fornex.cloud'],Mythic,2025-06-21,6/8/2025
174.138.8.142,[],Mythic,2025-07-28,6/8/2025
165.227.233.49,['castle-mythic.braindeadideas.com'],Mythic,2025-07-28,6/8/2025
175.178.120.225,['857891.xyz'],Cobalt Strike,2025-06-29,6/8/2025
209.141.43.189,['209-141-43-189.laghost.org'],Mythic,2025-07-28,6/8/2025
170.64.176.152,[],Mythic,2025-07-28,6/8/2025
34.60.182.67,['67.182.60.34.bc.googleusercontent.com'],Mythic,2025-06-26,6/8/2025
143.92.52.186,['8jn594.com'],Panda C2,5/23/2025,5/23/2025
77.199.95.201,['201.95.199.77.rev.sfr.net'],DarkComet Trojan,2025-07-28,6/8/2025
43.160.204.217,"['keywe.com.cn', 'www.keywe.com.cn']",Panda C2,2025-07-28,6/8/2025
98.130.45.194,['ec2-98-130-45-194.ap-south-2.compute.amazonaws.com'],Metasploit,2025-06-18,6/8/2025
146.70.24.193,['allegiantglobal.net'],Havoc,2025-06-26,6/8/2025
101.133.156.69,[],Cobalt Strike,2025-07-28,6/8/2025
8.216.82.145,[],Sliver,2025-07-28,6/8/2025
143.92.52.185,['8jn594.com'],Panda C2,2025-06-28,5/20/2025
119.29.143.243,[],ShadowPad,2025-07-28,6/8/2025
39.107.85.83,[],Supershell C2,2025-07-28,6/8/2025
108.136.227.144,['ec2-108-136-227-144.ap-southeast-3.compute.amazonaws.com'],Metasploit,2025-06-18,6/8/2025
103.152.3.175,[],Metasploit,2025-06-18,6/8/2025
124.220.154.213,"['www.pandatrain.cn', 'pandatrain.cn']",Panda C2,2025-07-14,6/8/2025
51.210.241.127,['vps-71e76bf2.vps.ovh.net'],Sliver,2025-07-13,6/8/2025
34.81.132.39,['39.132.81.34.bc.googleusercontent.com'],Metasploit,2025-07-28,6/8/2025
54.38.116.47,['ip47.ip-54-38-116.eu'],Gh0st RAT Trojan,2025-07-24,6/8/2025
135.220.19.84,[],Sliver,2025-07-28,6/8/2025
158.58.207.165,['158-58-207-165.dbr.ddns.bulsat.com'],DarkComet Trojan,2025-07-28,6/8/2025
196.206.67.187,['adsl196-187-67-206-196.adsl196-3.iam.net.ma'],Quasar RAT,2025-06-18,6/8/2025
104.238.135.196,['104.238.135.196.vultrusercontent.com'],Sliver,2025-06-20,6/8/2025
124.70.62.184,['ecs-124-70-62-184.compute.hwclouds-dns.com'],Panda C2,2025-07-13,5/20/2025
120.79.64.164,[],Cobalt Strike,2025-06-26,6/8/2025
90.152.137.179,['90-152-137-179.static.highway.a1.net'],XtremeRAT Trojan,2025-07-28,6/8/2025
54.215.121.250,['ec2-54-215-121-250.us-west-1.compute.amazonaws.com'],Metasploit,2025-06-18,6/8/2025
167.114.215.75,['ip75.ip-167-114-215.net'],AsyncRAT,2025-07-28,6/8/2025
52.173.131.28,[],Sliver,2025-07-28,6/8/2025
101.35.235.124,[],Cobalt Strike,2025-07-27,6/8/2025
195.82.146.32,[],DcRat,2025-06-28,6/8/2025
47.108.39.159,[],Cobalt Strike C2,2025-07-05,6/8/2025
46.8.226.188,[],Havoc,5/20/2025,5/20/2025
90.152.152.28,['90-152-152-28.static.highway.a1.net'],XtremeRAT Trojan,2025-06-25,6/8/2025
217.76.162.101,['217-76-162-101.static.highway.a1.net'],XtremeRAT Trojan,2025-06-16,5/24/2025
90.152.159.168,['90-152-159-168.static.highway.a1.net'],XtremeRAT Trojan,2025-07-28,6/8/2025
13.247.66.127,['ec2-13-247-66-127.af-south-1.compute.amazonaws.com'],Metasploit,2025-06-18,6/8/2025
3.19.1.60,['ec2-3-19-1-60.us-east-2.compute.amazonaws.com'],ShadowPad,2025-07-27,6/8/2025
221.214.111.106,[],Metasploit,2025-07-28,6/8/2025
144.208.127.129,['revaluemain.com'],Sliver,2025-07-27,6/8/2025
3.219.38.25,['ec2-3-219-38-25.compute-1.amazonaws.com'],ShadowPad,2025-07-28,6/8/2025
18.193.11.42,['ec2-18-193-11-42.eu-central-1.compute.amazonaws.com'],ShadowPad,2025-07-28,6/8/2025
3.91.231.34,['ec2-3-91-231-34.compute-1.amazonaws.com'],ShadowPad,2025-07-26,6/8/2025
167.99.16.48,[],Sliver,2025-07-28,6/8/2025
89.110.97.72,['v2674082.hosted-by-vdsina.ru'],Sliver,2025-06-21,6/8/2025
137.175.127.142,[],Cobalt Strike,2025-06-18,6/8/2025
152.228.174.215,['vps-2ccf5e6d.vps.ovh.net'],Sliver,2025-06-19,6/8/2025
150.109.63.104,[],Sliver,2025-07-03,6/8/2025
82.202.129.65,[],Sliver,2025-07-04,6/8/2025
146.190.13.16,[],Sliver,2025-07-03,6/8/2025
165.227.47.240,[],Sliver,2025-07-28,6/8/2025
104.248.249.135,[],Sliver,2025-06-21,6/8/2025
91.132.92.182,['182.92.132.91.in-addr.arpa'],Metasploit,2025-07-28,6/8/2025
119.8.99.254,['ecs-119-8-99-254.compute.hwclouds-dns.com'],Sliver,2025-07-28,6/8/2025
149.154.68.20,['etl-company.ru'],Sliver,2025-06-24,6/8/2025
47.116.208.81,[],Cobalt Strike,2025-07-08,6/8/2025
106.53.44.15,[],Cobalt Strike,2025-07-07,6/8/2025
47.113.217.92,[],Cobalt Strike,2025-07-28,6/8/2025
185.234.247.119,['vm4032273.stark-industries.solutions'],Sliver,2025-07-03,6/8/2025
14.225.207.73,[],Sliver,2025-07-28,6/8/2025
23.97.56.187,[],Sliver,2025-07-28,6/8/2025
82.153.79.9,[],Sliver,2025-06-21,6/8/2025
165.227.136.106,[],Sliver,2025-07-28,6/8/2025
161.35.25.134,[],Sliver,2025-07-28,6/8/2025
206.119.167.171,[],Sliver,2025-06-22,6/8/2025
68.183.193.39,[],Sliver,2025-07-28,6/8/2025
217.160.208.94,['mail.kq.ci'],Sliver,2025-07-20,6/8/2025
159.223.234.164,[],Sliver,2025-07-28,6/8/2025
178.128.48.87,[],Sliver,2025-07-13,6/8/2025
84.252.94.179,[],Sliver,2025-07-28,6/8/2025
156.224.78.123,[],Sliver,2025-06-19,6/8/2025
165.227.221.223,[],Sliver,2025-07-28,6/8/2025
124.158.5.149,[],Sliver,2025-07-28,6/8/2025
188.208.197.80,[],Sliver,2025-06-25,6/8/2025
38.180.62.25,[],Sliver,2025-07-28,6/8/2025
8.210.248.241,[],Sliver,2025-07-28,6/8/2025
107.158.128.43,[],Sliver,2025-06-21,6/8/2025
165.227.204.151,[],Sliver,2025-07-28,6/8/2025
106.75.215.144,[],Sliver,2025-07-28,6/2/2025
185.208.158.227,['VPS-kdGFWMyt'],Sliver,2025-07-28,6/8/2025
143.198.136.6,[],Sliver,2025-07-28,6/8/2025
96.9.213.106,[],Sliver,2025-06-22,6/8/2025
